Ad_ID,Ad_Name,Call_To_Action,Sale_Period,Creator,Audience_Intent,Audience_Type,FB_Format,Rational_or_Emotional_Appeal,External_Validation,Emotions,Specific_Emotions
23849573617670400.00,TS_Video_Homepage_Influencer_UGC_TS27x043x4-VideoTSJ1591V1BxUGCxSelfDirectedB2-34s-4x5_AnastasiaQuote,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,0,0,0,0
23849898024640400.00,NRV_Video_Homepage_Influencer_LifeChange_tesla512_FeelingStress_Julie_D_Explainer_teslaMood_Broll_Phone_Tiktok,LEARN_MORE,0,Narrative,Lookalikes,Prospecting,Single,0,0,0,0
23847632845060400.00,TS14.711.1 target_US VideoTSJ153V2AxTSCxTikTokAdapt-0s-1x1 copy_Nichole headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847656230840400.00,TS14.742.2 target_US VideoTSJ172v2xOTHxThisThatStillsB1-0s-1x1 copy_eat-love headline_quiz lp_health-weight trialinvid_no_type:Static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23847656230780400.00,TS14.743.3 target_US VideoTSJ172v7xOTHxThisThatStillsB1-0s-1x1 copy_eat-love headline_quiz lp_health-weight trialinvid_no_type:Static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23847012959930400.00,Parade,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23849810588000400.00,TS_Video_Homepage_Branded_DietTips_TS14x1251x3-VideoTSJ1784v1A-3xINFxDietMistakes-24s-4x5_FreeQuiz,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849810587960400.00,TS_Video_Homepage_Branded_DietTips_TS14x1251x4-VideoTSJ1784v1A-4xINFxDietMistakes-24s-4x5_FreeQuiz,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,Neutral,0
23847554517660400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847554017680400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Interests,Prospecting,Single,Unsure,None,No Emotions,0
23847554017940400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847621533030400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847554423660400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,Social,No Emotions,0
23847554186920400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Video Viewer,0,Single,Unsure,None,No Emotions,0
23847604229290400.00,TopProd VideoTS,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847603876580400.00,TopProd VideoTS,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847604150820400.00,TopProd VideoTS,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847603806790400.00,TopProd VideoTS,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847604257880400.00,TopProd VideoTS,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847579539700400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847579538930400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847579301480400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847579301720400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847572167580400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847572234010400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,Social,No Emotions,0
23847572233900400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847572168320400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847572233830400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847572168100400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847573821940400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Interests,Prospecting,Single,Unsure,None,No Emotions,0
23847603846980400.00,TopProd VideoTS,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847527947410400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947390400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947360400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947470400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847527947450400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,Social,No Emotions,0
23847527947420400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947370400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847527947480400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947380400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947440400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847527947430400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847579300940400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Unsure,None,No Emotions,0
23847527947510400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Site Visitor,Retargeting,Single,Unsure,None,No Emotions,0
23847527947500400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Site Visitor,Retargeting,Single,Unsure,None,No Emotions,0
23847527947400400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,No Emotions,0
23847654757410400.00,TS14.700b.6 target_US VideoTSJ166V2BxTSCxBGnTxtB2-0s-1x1 copy_clinically-validated headline_changing-eating lp_health-weight trialinvid_no_type:Static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847654772090400.00,TS14.700b.4 target_US VideoTSJ166V2BxTSCxBGnTxtB2-0s-1x1 copy_clinically-validated headline_brainpower lp_health-weight trialinvid_no_type:Static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23848536344700400.00,1-Thm_Psych Con_GrowthSteps Style_Other Form_Static Vis_Egg_EatHappier_Tomatoes,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Both Appeals,None,Positive,Joy
23848536344710400.00,1-Thm_Psych Con_GrowthSteps Style_Other Form_Static Vis_Egg_EatHappier_Tomatoes,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Both Appeals,None,Positive,Joy
23848413398500400.00,4.Thm_Psych Con_GrowthSteps Style_Other Form_Static Vis_Egg Copy_ThinkBetter (2)_actuallystick,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23848413398490400.00,5.Thm_Psych Con_GrowthSteps Style_Other Form_Static Vis_Egg Copy_ThinkBetter (2)_riddle,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23848413398480400.00,6.Thm_Psych Con_GrowthSteps Style_Other Form_Static Vis_Egg Copy_ThinkBetter (2)_tomatoes,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23848413398530400.00,1.Thm_Psych Con_GrowthSteps Style_Other Form_Static Vis_Egg Copy_ThinkBetter (2)_findnewways,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23848479966430400.00,02-Thm_DietPitFalls Con_Comparison Style_Other Form_Static  Vis_TwoTomatoes Copy_TomatoesAreRed,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23848504907790400.00,02-Thm_DietPitFalls Con_Comparison Style_Other Form_Static Vis_TwoTomatoes Copy_TomatoesAreRed,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Both Appeals,None,Positive,Joy
23848504907800400.00,02-Thm_DietPitFalls Con_Comparison Style_Other Form_Static Vis_TwoTomatoes Copy_TomatoesAreRed,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Both Appeals,None,Positive,Joy
23848479966440400.00,05-Thm_DietPitFalls Con_Comparison Style_Other Form_Static Vis_BlueberriesPlate Copy_TomatoesAreRed,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23847476265440400.00,TS14.661.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847529494890400.00,TS14.661b.1 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847529494880400.00,TS14.661b.2 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_Nichole headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847529491800400.00,TS14.661b.4 target_US VideoTSJ150V7BxSTRxMoreWeightStillsB7-7s-1x1 copy_start-living headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847684760650400.00,Press_Mashable,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Both Appeals,Social,Positive,Joy
23847752148610400.00,Thm_SustainHabit Con_GrowthSteps Style_Personal Form_Static Vis_NavyCompassPath Copy_Susie-RestOfLife,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,Social,Positive,Joy
23847579301940400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847546749140400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847572234170400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847572167980400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847566323550400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847566323710400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847579916760400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847566323540400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847566323670400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847579539690400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847579301540400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847572234080400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23847579538850400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847572233980400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847572167300400.00,TS14.674.1 target_US VideoTSJ160v1AxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847546749160400.00,TS14.675.1 target_US VideoTSJ160v1BxOTHxQuizStillsB1-0s-1x1 copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23847555036150400.00,TS14.684.2 target_US VideoTSJ162v1B_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_yes_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Appeals,Social,Positive,Joy
23847555036110400.00,TS14.685.1 target_US VideoTSJ162v1E_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Appeals,Social,Positive,Joy
23847555036170400.00,TS14.686.1 target_US VideoTSJ162v2A_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23848479966410400.00,03-Thm_DietPitFalls Con_Comparison Style_Other Form_Static  Vis_BlueberriesIcons Copy_TomatoesAreRed,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23847752148630400.00,Thm_SustainHabit Con_GrowthSteps Style_Personal Form_Carousel Vis_NavyCompassPath Copy_Tami-Susie-Heidi,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,Social,Positive,Joy
23847476265470400.00,TS14.661.3 target_US VideoTSJ150V7CxSTRxMoreWeightStillsB7-7s-1x1 copy_James headline_psych lp_health-weight trialinvid_no type:GIF,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23847555036100400.00,TS14.684.1 target_US VideoTSJ162v1A_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,Social,Positive,Joy
